row_index,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,LoanAmount_log,naive_bayes_pred,decision_tree_pred,logistic_pred,random_forest_pred,Actual_bin
203,1,1,1,0,0,3500,1083.0,135.0,360.0,1.0,2,1,4583.0,4.90527477843843,1,1,1,1,1
204,1,1,2,0,0,3917,0.0,124.0,360.0,1.0,1,1,3917.0,4.820281565605037,1,1,1,1,1
205,0,0,0,0,0,4408,0.0,120.0,360.0,1.0,1,1,4408.0,4.787491742782046,1,1,1,1,1
206,0,0,0,1,0,3244,0.0,80.0,360.0,1.0,2,1,3244.0,4.382026634673881,1,1,1,1,1
207,1,0,0,0,0,3975,2531.0,55.0,360.0,1.0,0,1,6506.0,4.007333185232471,1,1,1,1,1
208,1,0,0,1,0,2479,0.0,59.0,360.0,1.0,2,1,2479.0,4.07753744390572,1,1,1,1,1
209,1,0,0,1,0,3418,0.0,127.0,360.0,1.0,1,0,3418.0,4.844187086458591,1,0,1,0,0
210,0,0,0,1,0,10000,0.0,214.0,360.0,1.0,1,0,10000.0,5.365976015021851,1,1,1,0,0
211,1,1,3+,1,0,3430,1250.0,128.0,360.0,0.0,1,0,4680.0,4.852030263919617,0,0,0,0,0
212,1,1,1,1,1,7787,0.0,240.0,360.0,1.0,2,1,7787.0,5.480638923341991,1,1,1,1,1
213,1,1,3+,0,1,5703,0.0,130.0,360.0,1.0,0,1,5703.0,4.867534450455582,1,1,1,1,1
214,1,1,0,1,0,3173,3021.0,137.0,360.0,1.0,2,1,6194.0,4.919980925828125,1,1,1,1,1
215,1,1,3+,0,0,3850,983.0,100.0,360.0,1.0,1,1,4833.0,4.605170185988092,1,1,1,1,1
216,1,1,0,1,0,150,1800.0,135.0,360.0,1.0,0,0,1950.0,4.90527477843843,1,0,1,0,0
217,1,1,0,1,0,3727,1775.0,131.0,360.0,1.0,1,1,5502.0,4.875197323201151,1,1,1,1,1
218,1,1,2,1,0,5000,0.0,72.0,360.0,0.0,1,0,5000.0,4.276666119016055,0,0,0,0,0
219,0,1,2,1,0,4283,2383.0,127.0,360.0,1.0,1,1,6666.0,4.844187086458591,1,1,1,1,1
220,1,1,0,1,0,2221,0.0,60.0,360.0,0.0,2,0,2221.0,4.0943445622221,0,0,0,0,0
221,1,1,2,1,0,4009,1717.0,116.0,360.0,1.0,1,1,5726.0,4.7535901911063645,1,1,1,1,1
222,1,0,0,1,0,2971,2791.0,144.0,360.0,1.0,1,1,5762.0,4.969813299576001,1,1,1,1,1
223,1,1,0,1,0,7578,1010.0,175.0,360.0,1.0,1,1,8588.0,5.1647859739235145,1,1,1,1,1
224,1,1,0,1,0,6250,0.0,128.0,360.0,1.0,1,1,6250.0,4.852030263919617,1,1,1,1,1
225,1,1,0,1,0,3250,0.0,170.0,360.0,1.0,0,0,3250.0,5.135798437050262,1,0,1,1,0
226,1,1,0,0,1,4735,0.0,138.0,360.0,1.0,2,0,4735.0,4.927253685157205,1,1,1,0,0
227,1,1,2,1,0,6250,1695.0,210.0,360.0,1.0,1,1,7945.0,5.3471075307174685,1,1,1,1,1
228,1,1,0,1,0,4758,0.0,158.0,480.0,1.0,1,1,4758.0,5.062595033026967,1,1,1,1,1
229,1,0,0,1,1,6400,0.0,200.0,360.0,1.0,0,1,6400.0,5.298317366548036,1,1,1,1,1
230,1,1,1,1,0,2491,2054.0,104.0,360.0,1.0,1,1,4545.0,4.6443908991413725,1,1,1,1,1
231,1,1,0,1,0,3716,0.0,42.0,180.0,1.0,0,1,3716.0,3.737669618283368,1,1,1,1,1
232,1,0,0,0,0,3189,2598.0,120.0,360.0,1.0,0,1,5787.0,4.787491742782046,1,1,1,1,1
233,0,0,0,1,0,8333,0.0,280.0,360.0,1.0,1,1,8333.0,5.634789603169249,1,1,1,1,1
234,1,1,1,1,0,3155,1779.0,140.0,360.0,1.0,1,1,4934.0,4.941642422609304,1,1,1,1,1
235,1,1,1,1,0,5500,1260.0,170.0,360.0,1.0,0,1,6760.0,5.135798437050262,1,1,1,1,1
236,1,1,0,1,0,5746,0.0,255.0,360.0,1.0,2,0,5746.0,5.541263545158426,1,1,1,0,0
237,0,0,0,1,1,3463,0.0,122.0,360.0,1.0,2,1,3463.0,4.804021044733257,1,0,1,1,1
238,0,0,1,1,0,3812,0.0,112.0,360.0,1.0,0,1,3812.0,4.718498871295094,1,1,1,1,1
239,1,1,1,1,0,3315,0.0,96.0,360.0,1.0,1,1,3315.0,4.564348191467836,1,1,1,1,1
240,1,1,2,1,0,5819,5000.0,120.0,360.0,1.0,0,1,10819.0,4.787491742782046,1,1,1,1,1
241,1,1,1,0,0,2510,1983.0,140.0,180.0,1.0,2,0,4493.0,4.941642422609304,1,1,1,0,0
242,1,0,0,1,0,2965,5701.0,155.0,60.0,1.0,2,1,8666.0,5.043425116919247,1,0,1,1,1
243,1,1,2,1,1,6250,1300.0,108.0,360.0,1.0,0,1,7550.0,4.68213122712422,1,1,1,1,1
244,1,1,0,0,0,3406,4417.0,123.0,360.0,1.0,1,1,7823.0,4.812184355372417,1,1,1,1,1
245,1,0,0,1,1,6050,4333.0,120.0,180.0,1.0,2,0,10383.0,4.787491742782046,1,1,1,0,0
246,1,1,2,1,0,9703,0.0,112.0,360.0,1.0,2,1,9703.0,4.718498871295094,1,1,1,1,1
247,1,1,1,0,0,6608,0.0,137.0,180.0,1.0,2,1,6608.0,4.919980925828125,1,1,1,1,1
248,1,1,1,1,0,2882,1843.0,123.0,480.0,1.0,1,1,4725.0,4.812184355372417,1,1,1,1,1
249,1,1,0,1,0,1809,1868.0,90.0,360.0,1.0,2,1,3677.0,4.499809670330265,1,1,1,1,1
250,1,1,0,0,0,1668,3890.0,201.0,360.0,0.0,1,0,5558.0,5.303304908059076,0,0,0,0,0
251,0,0,2,1,0,3427,0.0,138.0,360.0,1.0,2,0,3427.0,4.927253685157205,1,0,1,0,0
252,1,0,0,0,1,2583,2167.0,104.0,360.0,1.0,0,1,4750.0,4.6443908991413725,1,1,1,1,1
253,1,1,1,0,0,2661,7101.0,279.0,180.0,1.0,1,1,9762.0,5.631211781821365,0,1,1,1,1
254,1,0,0,1,1,16250,0.0,192.0,360.0,0.0,2,0,16250.0,5.2574953720277815,0,0,0,0,0
255,0,0,3+,1,0,3083,0.0,255.0,360.0,1.0,0,1,3083.0,5.541263545158426,1,0,1,1,1
256,1,0,0,0,0,6045,0.0,115.0,360.0,0.0,0,0,6045.0,4.74493212836325,0,0,0,0,0
257,1,1,3+,1,0,5250,0.0,94.0,360.0,1.0,2,0,5250.0,4.543294782270004,1,1,1,0,0
258,1,1,0,1,0,14683,2100.0,304.0,360.0,1.0,0,0,16783.0,5.717027701406222,1,1,1,0,0
259,1,1,3+,0,0,4931,0.0,128.0,360.0,1.0,1,0,4931.0,4.852030263919617,1,1,1,0,0
260,1,1,1,1,0,6083,4250.0,330.0,360.0,1.0,2,1,10333.0,5.799092654460526,1,1,1,1,1
261,1,0,0,1,0,2060,2209.0,134.0,360.0,1.0,1,1,4269.0,4.897839799950911,1,1,1,1,1
262,0,0,1,1,0,3481,0.0,155.0,36.0,1.0,1,0,3481.0,5.043425116919247,1,0,1,0,0
263,0,0,0,1,0,7200,0.0,120.0,360.0,1.0,0,1,7200.0,4.787491742782046,1,1,1,1,1
264,1,0,0,1,1,5166,0.0,128.0,360.0,1.0,1,1,5166.0,4.852030263919617,1,1,1,1,1
265,1,0,0,1,0,4095,3447.0,151.0,360.0,1.0,0,1,7542.0,5.017279836814924,1,1,1,1,1
266,1,1,2,1,0,4708,1387.0,150.0,360.0,1.0,1,1,6095.0,5.010635294096256,1,1,1,1,1
267,1,1,3+,1,0,4333,1811.0,160.0,360.0,0.0,2,1,6144.0,5.075173815233827,0,0,0,1,1
268,0,0,0,1,0,3418,0.0,135.0,360.0,1.0,0,0,3418.0,4.90527477843843,1,0,1,1,0
269,0,0,1,1,0,2876,1560.0,90.0,360.0,1.0,2,1,4436.0,4.499809670330265,1,1,1,1,1
270,0,0,0,1,0,3237,0.0,30.0,360.0,1.0,2,1,3237.0,3.4011973816621555,1,1,1,1,1
271,1,1,0,1,0,11146,0.0,136.0,360.0,1.0,2,1,11146.0,4.912654885736052,1,1,1,1,1
272,1,0,0,1,0,2833,1857.0,126.0,360.0,1.0,0,1,4690.0,4.836281906951478,1,1,1,1,1
273,1,1,0,1,0,2620,2223.0,150.0,360.0,1.0,1,1,4843.0,5.010635294096256,1,1,1,1,1
274,1,1,2,1,0,3900,0.0,90.0,360.0,1.0,1,1,3900.0,4.499809670330265,1,1,1,1,1
275,1,1,1,1,0,2750,1842.0,115.0,360.0,1.0,1,1,4592.0,4.74493212836325,1,1,1,1,1
276,1,1,0,1,0,3993,3274.0,207.0,360.0,1.0,1,1,7267.0,5.332718793265369,1,1,1,1,1
277,1,1,0,1,0,3103,1300.0,80.0,360.0,1.0,2,1,4403.0,4.382026634673881,1,1,1,1,1
278,1,1,0,1,0,14583,0.0,436.0,360.0,1.0,1,1,14583.0,6.077642243349034,1,1,1,1,1
279,0,1,0,0,0,4100,0.0,124.0,360.0,1.0,0,1,4100.0,4.820281565605037,1,1,1,1,1
280,1,0,1,0,1,4053,2426.0,158.0,360.0,0.0,2,0,6479.0,5.062595033026967,0,0,0,0,0
281,1,1,0,1,0,3927,800.0,112.0,360.0,1.0,1,1,4727.0,4.718498871295094,1,1,1,1,1
282,1,1,2,1,0,2301,985.7999878,78.0,180.0,1.0,2,1,3286.7999878,4.356708826689592,1,1,1,1,1
283,0,0,0,1,0,1811,1666.0,54.0,360.0,1.0,2,1,3477.0,3.9889840465642745,1,1,1,1,1
284,1,1,0,1,0,20667,0.0,128.0,360.0,1.0,0,0,20667.0,4.852030263919617,1,1,1,0,0
285,1,0,0,1,0,3158,3053.0,89.0,360.0,1.0,0,1,6211.0,4.48863636973214,1,1,1,1,1
286,0,0,0,1,1,2600,1717.0,99.0,300.0,1.0,1,0,4317.0,4.59511985013459,1,1,1,0,0
287,1,1,0,1,0,3704,2000.0,120.0,360.0,1.0,0,1,5704.0,4.787491742782046,1,1,1,1,1
288,0,0,0,1,0,4124,0.0,115.0,360.0,1.0,1,1,4124.0,4.74493212836325,1,1,1,1,1
289,1,0,0,1,0,9508,0.0,187.0,360.0,1.0,0,1,9508.0,5.231108616854587,1,1,1,1,1
290,1,1,0,1,0,3075,2416.0,139.0,360.0,1.0,0,1,5491.0,4.934473933130692,1,1,1,1,1
291,1,1,2,1,0,4400,0.0,127.0,360.0,0.0,1,0,4400.0,4.844187086458591,0,0,0,0,0
292,1,1,2,1,0,3153,1560.0,134.0,360.0,1.0,2,1,4713.0,4.897839799950911,1,1,1,1,1
293,0,0,0,1,0,5417,0.0,143.0,480.0,0.0,2,0,5417.0,4.962844630259907,0,0,0,0,0
294,1,1,0,1,0,2383,3334.0,172.0,360.0,1.0,1,1,5717.0,5.147494476813453,1,1,1,1,1
295,1,1,3+,1,0,4416,1250.0,110.0,360.0,1.0,2,1,5666.0,4.700480365792417,1,1,1,1,1
296,1,1,1,1,0,6875,0.0,200.0,360.0,1.0,1,1,6875.0,5.298317366548036,1,1,1,1,1
297,0,1,1,1,0,4666,0.0,135.0,360.0,1.0,2,1,4666.0,4.90527477843843,1,1,1,1,1
298,0,0,0,1,0,5000,2541.0,151.0,480.0,1.0,0,0,7541.0,5.017279836814924,1,1,1,0,0
299,1,1,1,1,0,2014,2925.0,113.0,360.0,1.0,2,0,4939.0,4.727387818712341,1,1,1,0,0
300,1,1,0,0,0,1800,2934.0,93.0,360.0,0.0,2,0,4734.0,4.532599493153256,0,0,0,0,0
301,1,1,0,0,0,2875,1750.0,105.0,360.0,1.0,1,1,4625.0,4.653960350157523,1,1,1,1,1
302,0,0,0,1,0,5000,0.0,132.0,360.0,1.0,0,1,5000.0,4.882801922586371,1,1,1,1,1
303,1,1,1,1,0,1625,1803.0,96.0,360.0,1.0,2,1,3428.0,4.564348191467836,1,1,1,1,1
304,1,0,0,1,0,4000,2500.0,140.0,360.0,1.0,0,1,6500.0,4.941642422609304,1,1,1,1,1
305,1,0,0,0,0,2000,0.0,128.0,360.0,1.0,2,0,2000.0,4.852030263919617,1,0,1,0,0
306,0,0,0,1,0,3762,1666.0,135.0,360.0,1.0,0,1,5428.0,4.90527477843843,1,1,1,1,1
307,0,0,0,1,0,2400,1863.0,104.0,360.0,0.0,2,0,4263.0,4.6443908991413725,0,0,0,0,0
308,1,0,0,1,0,20233,0.0,480.0,360.0,1.0,0,0,20233.0,6.173786103901937,0,1,1,0,0
309,1,1,2,0,0,7667,0.0,185.0,360.0,1.0,0,1,7667.0,5.220355825078324,1,1,1,1,1
310,0,0,0,1,0,2917,0.0,84.0,360.0,1.0,1,1,2917.0,4.430816798843313,1,1,1,1,1
311,1,0,0,0,0,2927,2405.0,111.0,360.0,1.0,1,1,5332.0,4.709530201312334,1,1,1,1,1
312,0,0,0,1,0,2507,0.0,56.0,360.0,1.0,0,1,2507.0,4.02535169073515,1,1,1,1,1
313,1,1,2,1,1,5746,0.0,144.0,84.0,1.0,0,1,5746.0,4.969813299576001,1,1,1,1,1
314,1,1,0,1,0,2473,1843.0,159.0,360.0,1.0,0,0,4316.0,5.068904202220232,1,0,1,1,0
315,1,1,1,0,0,3399,1640.0,111.0,180.0,1.0,2,1,5039.0,4.709530201312334,1,1,1,1,1
316,1,1,2,1,0,3717,0.0,120.0,360.0,1.0,1,1,3717.0,4.787491742782046,1,1,1,1,1
317,1,1,0,1,0,2058,2134.0,88.0,360.0,1.0,2,1,4192.0,4.477336814478207,1,1,1,1,1
318,0,0,1,1,0,3541,0.0,112.0,360.0,1.0,1,1,3541.0,4.718498871295094,1,0,1,1,1
319,1,1,1,1,1,10000,0.0,155.0,360.0,1.0,0,0,10000.0,5.043425116919247,1,1,1,0,0
320,1,1,0,1,0,2400,2167.0,115.0,360.0,1.0,1,1,4567.0,4.74493212836325,1,1,1,1,1
321,1,1,3+,1,0,4342,189.0,124.0,360.0,1.0,1,1,4531.0,4.820281565605037,1,1,1,1,1
322,1,1,2,0,0,3601,1590.0,128.0,360.0,1.0,0,1,5191.0,4.852030263919617,1,1,1,1,1
323,0,0,0,1,0,3166,2985.0,132.0,360.0,1.0,0,1,6151.0,4.882801922586371,1,1,1,1,1
324,1,1,3+,1,0,15000,0.0,300.0,360.0,1.0,0,1,15000.0,5.703782474656201,1,1,1,1,1
325,1,1,1,1,1,8666,4983.0,376.0,360.0,0.0,0,0,13649.0,5.929589143389895,0,0,0,0,0
326,1,0,0,1,0,4917,0.0,130.0,360.0,0.0,0,1,4917.0,4.867534450455582,0,1,0,0,1
327,1,1,0,1,1,5818,2160.0,184.0,360.0,1.0,1,1,7978.0,5.214935757608986,1,1,1,1,1
328,0,1,0,1,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,4.700480365792417,1,1,1,0,0
329,0,0,0,1,0,2500,0.0,67.0,360.0,1.0,2,1,2500.0,4.204692619390966,1,1,1,1,1
330,1,0,1,1,0,4384,1793.0,117.0,360.0,1.0,2,1,6177.0,4.762173934797756,1,1,1,1,1
331,1,0,0,1,0,2935,0.0,98.0,360.0,1.0,1,1,2935.0,4.584967478670572,1,1,1,1,1
332,1,0,0,1,0,2833,0.0,71.0,360.0,1.0,2,1,2833.0,4.262679877041316,1,1,1,1,1
333,1,1,0,1,0,63337,0.0,490.0,180.0,1.0,2,1,63337.0,6.194405391104672,1,1,1,1,1
334,1,1,1,1,1,9833,1833.0,182.0,180.0,1.0,2,1,11666.0,5.204006687076795,1,1,1,1,1
335,1,1,0,1,1,5503,4490.0,70.0,360.0,1.0,1,1,9993.0,4.248495242049359,1,1,1,1,1
336,1,1,1,1,0,5250,688.0,160.0,360.0,1.0,0,1,5938.0,5.075173815233827,1,1,1,1,1
337,1,1,2,1,1,2500,4600.0,176.0,360.0,1.0,0,1,7100.0,5.170483995038151,1,1,1,1,1
338,0,0,3+,0,0,1830,0.0,128.0,360.0,0.0,2,0,1830.0,4.852030263919617,0,0,0,0,0
339,0,0,0,1,0,4160,0.0,71.0,360.0,1.0,1,1,4160.0,4.262679877041316,1,1,1,1,1
340,1,1,3+,0,0,2647,1587.0,173.0,360.0,1.0,0,0,4234.0,5.153291594497779,1,0,1,0,0
341,0,0,0,1,0,2378,0.0,46.0,360.0,1.0,0,0,2378.0,3.828641396489095,1,1,1,0,0
342,1,1,1,0,0,4554,1229.0,158.0,360.0,1.0,2,1,5783.0,5.062595033026967,1,1,1,1,1
343,1,1,3+,0,0,3173,0.0,74.0,360.0,1.0,1,1,3173.0,4.30406509320417,1,1,1,1,1
344,1,1,2,1,0,2583,2330.0,125.0,360.0,1.0,0,1,4913.0,4.8283137373023015,1,1,1,1,1
345,1,1,0,1,0,2499,2458.0,160.0,360.0,1.0,1,1,4957.0,5.075173815233827,1,0,1,1,1
346,1,1,0,0,0,3523,3230.0,152.0,360.0,0.0,0,0,6753.0,5.0238805208462765,0,0,0,0,0
347,1,1,2,0,0,3083,2168.0,126.0,360.0,1.0,2,1,5251.0,4.836281906951478,1,1,1,1,1
348,1,1,0,1,0,6333,4583.0,259.0,360.0,1.0,1,1,10916.0,5.556828061699537,1,1,1,1,1
349,1,1,0,1,0,2625,6250.0,187.0,360.0,1.0,0,1,8875.0,5.231108616854587,0,1,1,1,1
350,1,1,0,1,0,9083,0.0,228.0,360.0,1.0,1,1,9083.0,5.429345628954441,1,1,1,1,1
351,1,0,0,1,0,8750,4167.0,308.0,360.0,1.0,0,0,12917.0,5.730099782973574,1,1,1,0,0
352,1,1,3+,1,0,2666,2083.0,95.0,360.0,1.0,0,1,4749.0,4.553876891600541,1,1,1,1,1
353,0,1,0,1,1,5500,0.0,105.0,360.0,0.0,0,0,5500.0,4.653960350157523,0,0,0,0,0
354,0,1,0,1,0,2423,505.0,130.0,360.0,1.0,1,1,2928.0,4.867534450455582,1,1,1,1,1
355,0,0,0,1,0,3813,0.0,116.0,180.0,1.0,2,1,3813.0,4.7535901911063645,1,1,1,1,1
356,1,1,2,1,0,8333,3167.0,165.0,360.0,1.0,0,1,11500.0,5.10594547390058,1,1,1,1,1
357,1,1,1,1,0,3875,0.0,67.0,360.0,1.0,2,0,3875.0,4.204692619390966,1,1,1,0,0
358,1,1,0,0,0,3000,1666.0,100.0,480.0,0.0,2,0,4666.0,4.605170185988092,0,0,0,0,0
359,1,1,3+,1,0,5167,3167.0,200.0,360.0,1.0,1,1,8334.0,5.298317366548036,1,1,1,1,1
360,0,0,1,1,0,4723,0.0,81.0,360.0,1.0,1,0,4723.0,4.394449154672439,1,1,1,0,0
361,1,1,2,1,0,5000,3667.0,236.0,360.0,1.0,1,1,8667.0,5.4638318050256105,1,1,1,1,1
362,1,1,0,1,0,4750,2333.0,130.0,360.0,1.0,2,1,7083.0,4.867534450455582,1,1,1,1,1
363,1,1,0,1,0,3013,3033.0,95.0,300.0,1.0,2,1,6046.0,4.553876891600541,1,1,1,1,1
364,1,0,0,1,1,6822,0.0,141.0,360.0,1.0,0,1,6822.0,4.948759890378168,1,1,1,1,1
365,1,0,0,0,0,6216,0.0,133.0,360.0,1.0,0,0,6216.0,4.890349128221754,1,1,1,0,0
366,1,0,0,1,0,2500,0.0,96.0,480.0,1.0,1,0,2500.0,4.564348191467836,1,1,1,0,0
367,1,0,0,1,0,5124,0.0,124.0,360.0,0.0,0,0,5124.0,4.820281565605037,0,0,0,0,0
368,1,1,1,1,0,6325,0.0,175.0,360.0,1.0,1,1,6325.0,5.1647859739235145,1,1,1,1,1
369,1,1,0,1,0,19730,5266.0,570.0,360.0,1.0,0,0,24996.0,6.345636360828596,0,1,1,0,0
370,0,0,0,1,1,15759,0.0,55.0,360.0,1.0,1,1,15759.0,4.007333185232471,1,1,1,1,1
371,1,1,2,1,0,5185,0.0,155.0,360.0,1.0,1,1,5185.0,5.043425116919247,1,1,1,1,1
372,1,1,2,1,1,9323,7873.0,380.0,300.0,1.0,0,1,17196.0,5.940171252720432,0,1,1,1,1
373,1,0,1,1,0,3062,1987.0,111.0,180.0,0.0,2,0,5049.0,4.709530201312334,0,0,0,0,0
374,0,0,0,1,0,2764,1459.0,110.0,360.0,1.0,2,1,4223.0,4.700480365792417,1,1,1,1,1
375,1,1,0,1,0,4817,923.0,120.0,180.0,1.0,2,1,5740.0,4.787491742782046,1,1,1,1,1
376,1,1,3+,1,0,8750,4996.0,130.0,360.0,1.0,0,1,13746.0,4.867534450455582,1,1,1,1,1
377,1,1,0,1,0,4310,0.0,130.0,360.0,1.0,1,1,4310.0,4.867534450455582,1,1,1,1,1
378,1,0,0,1,0,3069,0.0,71.0,480.0,1.0,2,0,3069.0,4.262679877041316,1,1,1,0,0
379,1,1,2,1,0,5391,0.0,130.0,360.0,1.0,2,1,5391.0,4.867534450455582,1,1,1,1,1
380,1,1,0,1,0,3333,2500.0,128.0,360.0,1.0,1,1,5833.0,4.852030263919617,1,1,1,1,1
381,1,0,0,1,0,5941,4232.0,296.0,360.0,1.0,1,1,10173.0,5.69035945432406,1,1,1,1,1
382,0,0,0,1,0,6000,0.0,156.0,360.0,1.0,2,1,6000.0,5.049856007249537,1,1,1,1,1
383,1,0,0,1,1,7167,0.0,128.0,360.0,1.0,2,1,7167.0,4.852030263919617,1,1,1,1,1
384,1,1,2,1,0,4566,0.0,100.0,360.0,1.0,2,0,4566.0,4.605170185988092,1,1,1,0,0
385,1,0,1,1,0,3667,0.0,113.0,180.0,1.0,2,1,3667.0,4.727387818712341,1,1,1,1,1
386,1,0,0,0,0,2346,1600.0,132.0,360.0,1.0,1,1,3946.0,4.882801922586371,1,1,1,1,1
387,1,1,0,0,0,3010,3136.0,128.0,360.0,0.0,2,0,6146.0,4.852030263919617,0,0,0,0,0
388,1,1,0,1,0,2333,2417.0,136.0,360.0,1.0,2,1,4750.0,4.912654885736052,1,1,1,1,1
389,1,1,0,1,0,5488,0.0,125.0,360.0,1.0,0,1,5488.0,4.8283137373023015,1,1,1,1,1
390,1,0,3+,1,0,9167,0.0,185.0,360.0,1.0,0,1,9167.0,5.220355825078324,1,1,1,1,1
391,1,1,3+,1,0,9504,0.0,275.0,360.0,1.0,0,1,9504.0,5.616771097666572,1,1,1,1,1
392,1,1,0,1,0,2583,2115.0,120.0,360.0,1.0,2,1,4698.0,4.787491742782046,1,1,1,1,1
393,1,1,2,0,0,1993,1625.0,113.0,180.0,1.0,1,1,3618.0,4.727387818712341,1,1,1,1,1
394,1,1,2,1,0,3100,1400.0,113.0,360.0,1.0,2,1,4500.0,4.727387818712341,1,1,1,1,1
395,1,1,2,1,0,3276,484.0,135.0,360.0,1.0,1,1,3760.0,4.90527477843843,1,1,1,1,1
396,0,0,0,1,0,3180,0.0,71.0,360.0,0.0,2,0,3180.0,4.262679877041316,0,0,0,0,0
397,1,1,0,1,0,3033,1459.0,95.0,360.0,1.0,2,1,4492.0,4.553876891600541,1,1,1,1,1
398,1,0,0,0,0,3902,1666.0,109.0,360.0,1.0,0,1,5568.0,4.691347882229144,1,1,1,1,1
399,0,0,0,1,0,1500,1800.0,103.0,360.0,0.0,1,0,3300.0,4.634728988229636,0,0,0,0,0
400,1,1,2,0,0,2889,0.0,45.0,180.0,0.0,2,0,2889.0,3.80666248977032,0,0,0,0,0
401,1,0,0,0,0,2755,0.0,65.0,300.0,1.0,0,0,2755.0,4.174387269895637,1,1,1,0,0
402,1,0,0,1,0,2500,20000.0,103.0,360.0,1.0,1,1,22500.0,4.634728988229636,0,0,1,1,1
403,0,0,0,0,0,1963,0.0,53.0,360.0,1.0,1,1,1963.0,3.970291913552122,1,1,1,0,1
404,0,0,0,1,1,7441,0.0,194.0,360.0,1.0,0,0,7441.0,5.267858159063328,1,1,1,0,0
405,0,0,0,1,0,4547,0.0,115.0,360.0,1.0,1,1,4547.0,4.74493212836325,1,1,1,1,1
406,1,1,0,0,0,2167,2400.0,115.0,360.0,1.0,2,1,4567.0,4.74493212836325,1,1,1,1,1
407,0,0,0,0,0,2213,0.0,66.0,360.0,1.0,0,1,2213.0,4.189654742026425,1,1,1,1,1
